"Event","Time Range","Time (ms)","Thread","Stack Trace","Detail","Level"
"Process.Output Read #50","22s 231ms - 22s 231ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,751 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #51","22s 232ms - 22s 531ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=747 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #52","22s 531ms - 22s 532ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=3,006 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #53","22s 532ms - 22s 835ms","302","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,672 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #54","22s 835ms - 22s 840ms","4","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,336 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #55","22s 841ms - 23s 131ms","290","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=158 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #56","23s 131ms - 23s 531ms","399","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #57","23s 531ms - 23s 830ms","298","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #58","23s 830ms - 23s 830ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #59","23s 830ms - 24s 224ms","394","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=308 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #60","24s 224ms - 24s 526ms","301","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=391 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Long AWT Event #6","24s 324ms - 24s 753ms","429","AWT-EventQueue-0","-","""Event Class""=""java.awt.event.InvocationEvent""   
""Runnable Class""=""javax.swing.RepaintManager$ProcessingRunnable""","1"
"Process.Output Read #61","24s 526ms - 24s 526ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #62","24s 526ms - 24s 825ms","298","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=810 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #63","24s 825ms - 24s 825ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,782 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #64","24s 825ms - 24s 825ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,541 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #65","24s 825ms - 25s 125ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=486 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #66","25s 125ms - 25s 125ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,944 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #67","25s 125ms - 25s 653ms","528","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=64 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #68","25s 653ms - 25s 954ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=708 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #69","25s 954ms - 25s 954ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=486 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #70","25s 955ms - 26s 254ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,106 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Socket.Write #12","26s 147ms - 26s 147ms","0","Keep-Alive-Timer","InnocuousThread.run","Bytes=40 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Write #13","26s 147ms - 26s 147ms","0","Keep-Alive-Timer","InnocuousThread.run","Bytes=40 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Read #42","26s 169ms - 26s 177ms","7","Keep-Alive-Timer","InnocuousThread.run","Bytes=0 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Close #1","26s 177ms - 26s 177ms","0","Keep-Alive-Timer","InnocuousThread.run","Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Write #14","26s 178ms - 26s 178ms","0","Keep-Alive-Timer","InnocuousThread.run","Bytes=40 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Write #15","26s 178ms - 26s 178ms","0","Keep-Alive-Timer","InnocuousThread.run","Bytes=40 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Read #43","26s 178ms - 26s 205ms","26","Keep-Alive-Timer","InnocuousThread.run","Bytes=0 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Close #2","26s 205ms - 26s 205ms","0","Keep-Alive-Timer","InnocuousThread.run","Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Write #16","26s 205ms - 26s 205ms","0","Keep-Alive-Timer","InnocuousThread.run","Bytes=40 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Write #17","26s 205ms - 26s 205ms","0","Keep-Alive-Timer","InnocuousThread.run","Bytes=40 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Read #44","26s 205ms - 26s 236ms","31","Keep-Alive-Timer","InnocuousThread.run","Bytes=0 — 
Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Socket.Close #3","26s 237ms - 26s 237ms","0","Keep-Alive-Timer","InnocuousThread.run","Address=""plugins.jetbrains.com/52.85.49.42:443""   
Class=""sun.security.ssl.SSLSocketImpl""","1"
"Process.Output Read #71","26s 254ms - 26s 255ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=396 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #72","26s 255ms - 26s 255ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,268 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #73","26s 255ms - 26s 555ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=810 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #74","26s 555ms - 26s 855ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=648 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #75","26s 855ms - 26s 855ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,944 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #76","26s 855ms - 27s 155ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=150 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #77","27s 155ms - 27s 456ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=61 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #78","27s 456ms - 27s 456ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=776 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #79","27s 456ms - 27s 757ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=150 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #80","27s 757ms - 28s 56ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=547 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #81","28s 56ms - 28s 56ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=76 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #82","28s 56ms - 28s 359ms","303","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=148 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #83","28s 360ms - 28s 658ms","298","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=276 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"File.Open #68","28s 497ms - 28s 498ms","0","AWT-EventQueue-0","LocalArchivedTemplate.processStream","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"File.Read #270","28s 498ms - 28s 499ms","0","AWT-EventQueue-0","LocalArchivedTemplate$1.consume","Bytes=3,236 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"File.Close #70","28s 502ms - 28s 502ms","0","AWT-EventQueue-0","LocalArchivedTemplate.processStream","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"File.Open #69","28s 514ms - 28s 514ms","0","AWT-EventQueue-0","LocalArchivedTemplate.processStream","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"File.Read #271","28s 514ms - 28s 514ms","0","AWT-EventQueue-0","LocalArchivedTemplate$1.consume","Bytes=3,236 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"File.Close #71","28s 515ms - 28s 515ms","0","AWT-EventQueue-0","LocalArchivedTemplate.processStream","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"File.Open #70","28s 570ms - 28s 570ms","0","AWT-EventQueue-0","LocalArchivedTemplate.processStream","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"File.Read #272","28s 570ms - 28s 570ms","0","AWT-EventQueue-0","LocalArchivedTemplate$1.consume","Bytes=3,236 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"File.Close #72","28s 570ms - 28s 571ms","0","AWT-EventQueue-0","LocalArchivedTemplate.processStream","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.java.impl/resources/projectTemplates/Java/Command_Line_App.zip""   
Class=""java.io.FileInputStream""","1"
"Process.Output Read #84","28s 658ms - 28s 958ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=123 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #85","28s 958ms - 29s 258ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=459 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #86","29s 258ms - 29s 559ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,377 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"File.Write #377","29s 479ms - 29s 480ms","0","AWT-EventQueue-0","JulLogger$OptimizedConsoleHandler.publish","Bytes=8,192 — 
Path=""<System.err>""   
Class=""java.io.FileOutputStream""","1"
"File.Write #378","29s 480ms - 29s 480ms","0","AWT-EventQueue-0","JulLogger$OptimizedConsoleHandler.publish","Bytes=40 — 
Path=""<System.err>""   
Class=""java.io.FileOutputStream""","1"
"Process.Output Read #87","29s 559ms - 29s 860ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #88","29s 860ms - 30s 161ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,494 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #89","30s 161ms - 30s 624ms","462","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #90","30s 624ms - 30s 925ms","301","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #91","30s 925ms - 31s 225ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #92","31s 225ms - 31s 526ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=400 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #93","31s 526ms - 31s 526ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=161 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #94","31s 526ms - 31s 826ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=312 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #95","31s 826ms - 32s 126ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=447 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Long AWT Event #7","32s 42ms - 32s 588ms","545","AWT-EventQueue-0","-","""Event Class""=""java.awt.event.InvocationEvent""   
""Runnable Class""=""javax.swing.RepaintManager$ProcessingRunnable""","1"
"Process.Output Read #96","32s 126ms - 32s 126ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=554 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #97","32s 127ms - 32s 426ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=624 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #98","32s 426ms - 32s 427ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=626 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #99","32s 427ms - 32s 727ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=933 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #100","32s 727ms - 33s 27ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=780 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #101","33s 27ms - 33s 27ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,874 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #102","33s 28ms - 33s 328ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=156 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #103","33s 328ms - 33s 328ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,726 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #104","33s 328ms - 33s 629ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,286 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #105","33s 631ms - 33s 930ms","298","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=790 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"File.Open #71","33s 920ms - 33s 920ms","0","AWT-EventQueue-0","FeatureStatisticsBundle.getBundle","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.ide/messages/FeatureStatisticsBundle.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #295","33s 921ms - 33s 922ms","0","AWT-EventQueue-0","FeatureStatisticsBundle.getBundle","Bytes=7,789 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.ide/messages/FeatureStatisticsBundle.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #296","33s 922ms - 33s 922ms","0","AWT-EventQueue-0","FeatureStatisticsBundle.getBundle","Bytes=0 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.ide/messages/FeatureStatisticsBundle.properties""   
Class=""java.io.FileInputStream""","1"
"File.Read #297","33s 922ms - 33s 922ms","0","AWT-EventQueue-0","FeatureStatisticsBundle.getBundle","Bytes=0 — 
Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.ide/messages/FeatureStatisticsBundle.properties""   
Class=""java.io.FileInputStream""","1"
"File.Close #73","33s 922ms - 33s 922ms","0","AWT-EventQueue-0","FeatureStatisticsBundle.getBundle","Path=""/Users/vakosta/Desktop/intellij-community/out/production/intellij.platform.ide/messages/FeatureStatisticsBundle.properties""   
Class=""java.io.FileInputStream""","1"
"Process.Output Read #106","33s 930ms - 33s 930ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,814 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #107","33s 930ms - 34s 230ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,599 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #108","34s 230ms - 34s 530ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=71 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #109","34s 530ms - 34s 830ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=312 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #110","34s 830ms - 34s 830ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=822 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #111","34s 831ms - 35s 131ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,452 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Long AWT Event #8","35s 13ms - 35s 737ms","723","AWT-EventQueue-0","-","""Event Class""=""java.awt.event.InvocationEvent""   
""Runnable Class""=""javax.swing.RepaintManager$ProcessingRunnable""","1"
"Process.Output Read #112","35s 131ms - 35s 131ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=72 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #113","35s 131ms - 35s 433ms","302","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=783 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #114","35s 433ms - 35s 732ms","298","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=827 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #115","35s 732ms - 35s 732ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=414 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #116","35s 732ms - 36s 32ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=730 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #117","36s 32ms - 36s 32ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,065 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #118","36s 32ms - 36s 332ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #119","36s 332ms - 36s 820ms","488","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #120","36s 820ms - 37s 148ms","327","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,320 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #121","37s 148ms - 37s 417ms","268","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=52 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #122","37s 417ms - 37s 717ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=692 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #123","37s 717ms - 38s 18ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=196 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #124","38s 18ms - 38s 318ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=573 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #125","38s 319ms - 38s 319ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=365 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #126","38s 319ms - 38s 619ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,057 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #127","38s 619ms - 38s 919ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=453 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #128","38s 919ms - 38s 919ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=604 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #129","38s 919ms - 39s 220ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,233 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #130","39s 220ms - 39s 520ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=785 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #131","39s 520ms - 39s 535ms","15","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=226 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #132","39s 536ms - 39s 820ms","284","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=563 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #133","39s 820ms - 39s 820ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,006 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #134","39s 820ms - 39s 820ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,350 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #135","39s 820ms - 40s 120ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=600 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #136","40s 120ms - 40s 120ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,800 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #137","40s 121ms - 40s 121ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,500 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
