"Event","Time Range","Time (ms)","Thread","Stack Trace","Detail","Level"
"Process.Output Read #138","40s 121ms - 40s 421ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,101 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #139","40s 421ms - 40s 721ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=697 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #140","40s 721ms - 40s 722ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,963 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #141","40s 722ms - 41s 21ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=603 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #142","41s 21ms - 41s 21ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=419 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #143","41s 21ms - 41s 321ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=526 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #144","41s 321ms - 41s 321ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=815 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #145","41s 322ms - 41s 621ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=457 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #146","41s 621ms - 41s 621ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=169 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #147","41s 621ms - 41s 922ms","301","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=533 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #148","41s 922ms - 41s 923ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=304 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #149","41s 923ms - 42s 222ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,661 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #150","42s 223ms - 42s 223ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=755 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #151","42s 223ms - 42s 223ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,402 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #152","42s 223ms - 42s 523ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=453 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #153","42s 523ms - 42s 523ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,740 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #154","42s 526ms - 42s 823ms","296","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=604 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #155","42s 823ms - 42s 823ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=731 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #156","42s 823ms - 43s 124ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=687 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #157","43s 124ms - 43s 124ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,604 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #158","43s 124ms - 43s 124ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=912 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #159","43s 124ms - 43s 424ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,368 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #160","43s 424ms - 43s 424ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=991 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #161","43s 425ms - 43s 724ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #162","43s 724ms - 44s 326ms","602","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=156 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #163","44s 326ms - 44s 627ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=612 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #164","44s 627ms - 44s 627ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,989 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #165","44s 627ms - 44s 627ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,406 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #166","44s 627ms - 44s 927ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,092 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #167","44s 927ms - 44s 927ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,404 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #168","44s 927ms - 44s 927ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=624 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #169","44s 927ms - 44s 927ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,028 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #170","44s 927ms - 44s 927ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=468 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #171","44s 927ms - 45s 227ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=780 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #172","45s 227ms - 45s 227ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,872 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #173","45s 227ms - 45s 527ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=683 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #174","45s 527ms - 45s 527ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=443 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #175","45s 527ms - 45s 827ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,995 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #176","45s 827ms - 46s 128ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=735 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #177","46s 128ms - 46s 128ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=3,024 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #178","46s 128ms - 46s 427ms","298","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=670 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #179","46s 427ms - 46s 427ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,176 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #180","46s 427ms - 46s 727ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,168 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #181","46s 727ms - 46s 727ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,168 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #182","46s 728ms - 46s 728ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=730 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #183","46s 728ms - 46s 728ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,606 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #184","46s 728ms - 46s 728ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=584 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #185","46s 728ms - 46s 728ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=584 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #186","46s 728ms - 47s 28ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=663 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #187","47s 28ms - 47s 28ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,618 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #188","47s 28ms - 47s 28ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=730 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #189","47s 28ms - 47s 28ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=857 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #190","47s 28ms - 47s 327ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=888 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #191","47s 328ms - 48s 787ms","1,459","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=146 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #192","48s 787ms - 48s 787ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=146 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #193","48s 787ms - 49s 88ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=584 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #194","49s 88ms - 49s 88ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,066 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #195","49s 88ms - 49s 388ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=399 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #196","49s 388ms - 49s 688ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=719 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #197","49s 688ms - 49s 988ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=209 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #198","49s 989ms - 50s 289ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=93 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #199","50s 289ms - 50s 589ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=603 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #200","50s 589ms - 50s 892ms","302","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=371 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #201","50s 892ms - 50s 892ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,823 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #202","50s 892ms - 51s 192ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=195 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #203","51s 192ms - 51s 192ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=777 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #204","51s 193ms - 51s 491ms","298","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=267 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #205","51s 491ms - 51s 491ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=331 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #206","51s 491ms - 51s 791ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=686 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #207","51s 791ms - 52s 91ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=312 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #208","52s 91ms - 52s 91ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=231 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #209","52s 91ms - 53s 482ms","1,391","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=264 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #210","53s 482ms - 53s 483ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=264 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #211","53s 483ms - 53s 784ms","301","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=79 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #212","53s 784ms - 54s 83ms","298","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=253 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #213","54s 83ms - 54s 383ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=164 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Long AWT Event #9","54s 218ms - 59s 616ms","5,397","AWT-EventQueue-0","-","""Event Class""=""java.awt.event.InvocationEvent""   
""Runnable Class""=""com.intellij.openapi.application.impl.FlushQueue$$Lambda$329/0x00000008004fa3f8""","1"
"Process.Output Read #214","54s 383ms - 54s 383ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=559 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #215","54s 383ms - 54s 684ms","300","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=876 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #216","54s 684ms - 54s 684ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,465 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #217","54s 684ms - 54s 684ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=2,284 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #218","54s 684ms - 54s 684ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=147 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #219","54s 684ms - 54s 984ms","299","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=580 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #220","54s 984ms - 54s 984ms","0","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=1,467 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
"Process.Output Read #221","54s 984ms - 55s 287ms","302","I/O pool 2","BaseOutputReader.readAvailableBlocking","Bytes=300 — 
Command=""/Users/vakosta/Desktop/intellij-community/bin/mac/fsnotifier""   
PID=11,173","1"
