,relative_timestamp,operation,p1,p2,p3
192518,1906470,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/jvm.static.member.name\0""",0x7000103300E0,0x0
192519,1906505,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/cssindex\0""",0x1FF,0x0
192520,1906521,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/cssindex\0""",0x7000103300E0,0x0
192521,1906525,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/cssindex\0""",0x1FF,0x0
192522,1906540,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/cssindex\0""",0x7000103300E0,0x0
192523,1906588,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.relaxsymbolindex\0""",0x1FF,0x0
192524,1906605,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.relaxsymbolindex\0""",0x7000103300E0,0x0
192525,1906609,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.relaxsymbolindex\0""",0x1FF,0x0
192526,1906625,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.relaxsymbolindex\0""",0x7000103300E0,0x0
192527,1906667,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192528,1906683,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192529,1906686,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/js.class.index2\0""",0x1FF,0x0
192530,1906700,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/js.class.index2\0""",0x7000103300E0,0x0
192531,1906704,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192532,1906718,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192533,1906721,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/js.class.index2\0""",0x1FF,0x0
192534,1906736,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/js.class.index2\0""",0x7000103300E0,0x0
192535,1906771,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.webcomponentsindex\0""",0x1FF,0x0
192536,1906788,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.webcomponentsindex\0""",0x7000103300E0,0x0
192537,1906792,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.webcomponentsindex\0""",0x1FF,0x0
192538,1906807,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.webcomponentsindex\0""",0x7000103300E0,0x0
192539,1906848,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192540,1906864,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192541,1906867,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelpropertyfqnnameindex\0""",0x1FF,0x0
192542,1906883,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelpropertyfqnnameindex\0""",0x7000103300E0,0x0
192543,1906887,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192544,1906901,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192545,1906905,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelpropertyfqnnameindex\0""",0x1FF,0x0
192546,1906920,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintoplevelpropertyfqnnameindex\0""",0x7000103300E0,0x0
192547,1906950,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.java.binary.plus.expression\0""",0x1FF,0x0
192548,1906967,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.java.binary.plus.expression\0""",0x7000103300E0,0x0
192549,1906971,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.java.binary.plus.expression\0""",0x1FF,0x0
192550,1906986,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.java.binary.plus.expression\0""",0x7000103300E0,0x0
192551,1907025,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/java.source.module.name\0""",0x1FF,0x0
192552,1907041,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/java.source.module.name\0""",0x7000103300E0,0x0
192553,1907045,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/java.source.module.name\0""",0x1FF,0x0
192554,1907061,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/java.source.module.name\0""",0x7000103300E0,0x0
192555,1907109,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/tagliburis\0""",0x1FF,0x0
192556,1907125,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/tagliburis\0""",0x7000103300E0,0x0
192557,1907130,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/tagliburis\0""",0x1FF,0x0
192558,1907144,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/tagliburis\0""",0x7000103300E0,0x0
192559,1907192,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.htmltagidindex\0""",0x1FF,0x0
192560,1907208,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.htmltagidindex\0""",0x7000103300E0,0x0
192561,1907212,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.htmltagidindex\0""",0x1FF,0x0
192562,1907227,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.htmltagidindex\0""",0x7000103300E0,0x0
192563,1907268,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192564,1907284,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192565,1907287,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/ts.external.module.index\0""",0x1FF,0x0
192566,1907302,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/ts.external.module.index\0""",0x7000103300E0,0x0
192567,1907306,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192568,1907320,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192569,1907323,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/ts.external.module.index\0""",0x1FF,0x0
192570,1907338,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/ts.external.module.index\0""",0x7000103300E0,0x0
192571,1907373,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192572,1907389,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192573,1907393,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/js.amd.modules\0""",0x1FF,0x0
192574,1907407,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/js.amd.modules\0""",0x7000103300E0,0x0
192575,1907411,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192576,1907425,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192577,1907429,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/js.amd.modules\0""",0x1FF,0x0
192578,1907443,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/js.amd.modules\0""",0x7000103300E0,0x0
192579,1907478,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192580,1907494,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192581,1907497,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/sql.column.name\0""",0x1FF,0x0
192582,1907511,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/sql.column.name\0""",0x7000103300E0,0x0
192583,1907515,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192584,1907529,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192585,1907532,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/sql.column.name\0""",0x1FF,0x0
192586,1907547,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/sql.column.name\0""",0x7000103300E0,0x0
192587,1907580,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.js.package.index\0""",0x1FF,0x0
192588,1907597,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.js.package.index\0""",0x7000103300E0,0x0
192589,1907601,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.js.package.index\0""",0x1FF,0x0
192590,1907616,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.js.package.index\0""",0x7000103300E0,0x0
192591,1907658,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/ideapluginregistrationindex\0""",0x1FF,0x0
192592,1907674,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/ideapluginregistrationindex\0""",0x7000103300E0,0x0
192593,1907678,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/ideapluginregistrationindex\0""",0x1FF,0x0
192594,1907693,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/ideapluginregistrationindex\0""",0x7000103300E0,0x0
192595,1907739,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192596,1907755,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192597,1907759,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinfullclassnameindex\0""",0x1FF,0x0
192598,1907774,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinfullclassnameindex\0""",0x7000103300E0,0x0
192599,1907778,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192600,1907792,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192601,1907796,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinfullclassnameindex\0""",0x1FF,0x0
192602,1907811,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinfullclassnameindex\0""",0x7000103300E0,0x0
192603,1907842,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192604,1907858,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192605,1907861,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angular2.ivy.pipe.index\0""",0x1FF,0x0
192606,1907876,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angular2.ivy.pipe.index\0""",0x7000103300E0,0x0
192607,1907879,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192608,1907894,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192609,1907897,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angular2.ivy.pipe.index\0""",0x1FF,0x0
192610,1907912,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angular2.ivy.pipe.index\0""",0x7000103300E0,0x0
192611,1907951,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.javafx.custom.component\0""",0x1FF,0x0
192612,1907967,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.javafx.custom.component\0""",0x7000103300E0,0x0
192613,1907971,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.javafx.custom.component\0""",0x1FF,0x0
192614,1907987,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.javafx.custom.component\0""",0x7000103300E0,0x0
192615,1908026,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.klibmetafileindex\0""",0x1FF,0x0
192616,1908043,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.klibmetafileindex\0""",0x7000103300E0,0x0
192617,1908047,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.klibmetafileindex\0""",0x1FF,0x0
192618,1908063,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.klibmetafileindex\0""",0x7000103300E0,0x0
192619,1908091,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192620,1908107,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192621,1908111,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinoverridableinternalmembersshortnameindex\0""",0x1FF,0x0
192622,1908126,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinoverridableinternalmembersshortnameindex\0""",0x7000103300E0,0x0
192623,1908130,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192624,1908145,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192625,1908148,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinoverridableinternalmembersshortnameindex\0""",0x1FF,0x0
192626,1908164,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinoverridableinternalmembersshortnameindex\0""",0x7000103300E0,0x0
192627,1908192,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/relaxsymbolindex\0""",0x1FF,0x0
192628,1908208,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/relaxsymbolindex\0""",0x7000103300E0,0x0
192629,1908212,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/relaxsymbolindex\0""",0x1FF,0x0
192630,1908227,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/relaxsymbolindex\0""",0x7000103300E0,0x0
192631,1908274,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192632,1908290,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192633,1908293,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vue.composition.app.index\0""",0x1FF,0x0
192634,1908309,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/vue.composition.app.index\0""",0x7000103300E0,0x0
192635,1908312,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192636,1908326,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192637,1908330,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vue.composition.app.index\0""",0x1FF,0x0
192638,1908345,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/vue.composition.app.index\0""",0x7000103300E0,0x0
192639,1908380,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.filenameindex\0""",0x1FF,0x0
192640,1908396,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.filenameindex\0""",0x7000103300E0,0x0
192641,1908401,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.filenameindex\0""",0x1FF,0x0
192642,1908416,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.filenameindex\0""",0x7000103300E0,0x0
192643,1908456,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192644,1908472,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192645,1908476,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/amd.requirepaths.index\0""",0x1FF,0x0
192646,1908490,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/amd.requirepaths.index\0""",0x7000103300E0,0x0
192647,1908494,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192648,1908516,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192649,1908520,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/amd.requirepaths.index\0""",0x1FF,0x0
192650,1908535,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/amd.requirepaths.index\0""",0x7000103300E0,0x0
192651,1908573,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinclassfileindex\0""",0x1FF,0x0
192652,1908590,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinclassfileindex\0""",0x7000103300E0,0x0
192653,1908594,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinclassfileindex\0""",0x1FF,0x0
192654,1908610,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinclassfileindex\0""",0x7000103300E0,0x0
192655,1908640,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.hashfragmentindex\0""",0x1FF,0x0
192656,1908656,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.hashfragmentindex\0""",0x7000103300E0,0x0
192657,1908660,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.hashfragmentindex\0""",0x1FF,0x0
192658,1908675,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.hashfragmentindex\0""",0x7000103300E0,0x0
192659,1908714,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192660,1908730,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192661,1908733,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/scss.variable\0""",0x1FF,0x0
192662,1908748,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/scss.variable\0""",0x7000103300E0,0x0
192663,1908752,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192664,1908766,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192665,1908770,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/scss.variable\0""",0x1FF,0x0
192666,1908784,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/scss.variable\0""",0x7000103300E0,0x0
192667,1908820,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/http.request.name.index\0""",0x1FF,0x0
192668,1908836,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/http.request.name.index\0""",0x7000103300E0,0x0
192669,1908841,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/http.request.name.index\0""",0x1FF,0x0
192670,1908856,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/http.request.name.index\0""",0x7000103300E0,0x0
192671,1908902,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/angularjs.app.index\0""",0x1FF,0x0
192672,1908918,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/angularjs.app.index\0""",0x7000103300E0,0x0
192673,1908922,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/angularjs.app.index\0""",0x1FF,0x0
192674,1908937,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/angularjs.app.index\0""",0x7000103300E0,0x0
192675,1908984,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.versions.kotlinjsmetadataversionindex\0""",0x1FF,0x0
192676,1909001,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.versions.kotlinjsmetadataversionindex\0""",0x7000103300E0,0x0
192677,1909005,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/org.jetbrains.kotlin.idea.versions.kotlinjsmetadataversionindex\0""",0x1FF,0x0
192678,1909020,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/org.jetbrains.kotlin.idea.versions.kotlinjsmetadataversionindex\0""",0x7000103300E0,0x0
192679,1909057,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192680,1909073,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192681,1909077,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/gr.anonymous.class\0""",0x1FF,0x0
192682,1909091,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/gr.anonymous.class\0""",0x7000103300E0,0x0
192683,1909094,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192684,1909109,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192685,1909112,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/gr.anonymous.class\0""",0x1FF,0x0
192686,1909127,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/gr.anonymous.class\0""",0x7000103300E0,0x0
