,relative_timestamp,operation,p1,p2,p3
192687,1909162,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.vfilefinder.kotlinbuiltinsmetadataindex\0""",0x1FF,0x0
192688,1909179,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/org.jetbrains.kotlin.idea.vfilefinder.kotlinbuiltinsmetadataindex\0""",0x7000103300E0,0x0
192689,1909183,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/org.jetbrains.kotlin.idea.vfilefinder.kotlinbuiltinsmetadataindex\0""",0x1FF,0x0
192690,1909198,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/org.jetbrains.kotlin.idea.vfilefinder.kotlinbuiltinsmetadataindex\0""",0x7000103300E0,0x0
192691,1909235,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/java.binary.plus.expression\0""",0x1FF,0x0
192692,1909251,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/java.binary.plus.expression\0""",0x7000103300E0,0x0
192693,1909255,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/java.binary.plus.expression\0""",0x1FF,0x0
192694,1909270,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/java.binary.plus.expression\0""",0x7000103300E0,0x0
192695,1909316,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192696,1909333,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192697,1909336,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/java.class.fqn\0""",0x1FF,0x0
192698,1909350,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/java.class.fqn\0""",0x7000103300E0,0x0
192699,1909354,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192700,1909368,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192701,1909372,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/java.class.fqn\0""",0x1FF,0x0
192702,1909392,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/java.class.fqn\0""",0x7000103300E0,0x0
192703,1909426,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192704,1909442,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192705,1909445,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/gr.script.fqn\0""",0x1FF,0x0
192706,1909460,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/gr.script.fqn\0""",0x7000103300E0,0x0
192707,1909463,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192708,1909477,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192709,1909481,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/gr.script.fqn\0""",0x1FF,0x0
192710,1909495,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/gr.script.fqn\0""",0x7000103300E0,0x0
192711,1909528,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/todoindex\0""",0x1FF,0x0
192712,1909544,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/todoindex\0""",0x7000103300E0,0x0
192713,1909549,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/todoindex\0""",0x1FF,0x0
192714,1909563,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/todoindex\0""",0x7000103300E0,0x0
192715,1909608,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/spring.boot.importsfileindex\0""",0x1FF,0x0
192716,1909624,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/spring.boot.importsfileindex\0""",0x7000103300E0,0x0
192717,1909629,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/spring.boot.importsfileindex\0""",0x1FF,0x0
192718,1909644,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/spring.boot.importsfileindex\0""",0x7000103300E0,0x0
192719,1909689,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.stubs\0""",0x1FF,0x0
192720,1909705,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.stubs\0""",0x7000103300E0,0x0
192721,1909709,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.stubs\0""",0x1FF,0x0
192722,1909724,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.stubs\0""",0x7000103300E0,0x0
192723,1909764,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192724,1909780,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192725,1909783,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinexactpackagesindex\0""",0x1FF,0x0
192726,1909799,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinexactpackagesindex\0""",0x7000103300E0,0x0
192727,1909802,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192728,1909817,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192729,1909821,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinexactpackagesindex\0""",0x1FF,0x0
192730,1909836,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinexactpackagesindex\0""",0x7000103300E0,0x0
192731,1909866,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/javafx.id.name\0""",0x1FF,0x0
192732,1909881,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/javafx.id.name\0""",0x7000103300E0,0x0
192733,1909885,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/javafx.id.name\0""",0x1FF,0x0
192734,1909900,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/javafx.id.name\0""",0x7000103300E0,0x0
192735,1909945,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.springxmlbeansindex\0""",0x1FF,0x0
192736,1909961,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.springxmlbeansindex\0""",0x7000103300E0,0x0
192737,1909965,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.springxmlbeansindex\0""",0x1FF,0x0
192738,1909980,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.springxmlbeansindex\0""",0x7000103300E0,0x0
192739,1910018,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192740,1910034,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192741,1910037,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/protobuf.byshortname\0""",0x1FF,0x0
192742,1910052,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/protobuf.byshortname\0""",0x7000103300E0,0x0
192743,1910055,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192744,1910070,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192745,1910073,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/protobuf.byshortname\0""",0x1FF,0x0
192746,1910088,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/protobuf.byshortname\0""",0x7000103300E0,0x0
192747,1910122,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinjavascriptmetafileindex\0""",0x1FF,0x0
192748,1910139,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinjavascriptmetafileindex\0""",0x7000103300E0,0x0
192749,1910143,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinjavascriptmetafileindex\0""",0x1FF,0x0
192750,1910159,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.vfilefinder.kotlinjavascriptmetafileindex\0""",0x7000103300E0,0x0
192751,1910186,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.pluginiddependenciesindex\0""",0x1FF,0x0
192752,1910202,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.pluginiddependenciesindex\0""",0x7000103300E0,0x0
192753,1910206,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.pluginiddependenciesindex\0""",0x1FF,0x0
192754,1910221,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.pluginiddependenciesindex\0""",0x7000103300E0,0x0
192755,1910257,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.xmltagnames\0""",0x1FF,0x0
192756,1910272,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.xmltagnames\0""",0x7000103300E0,0x0
192757,1910276,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.xmltagnames\0""",0x1FF,0x0
192758,1910291,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.xmltagnames\0""",0x7000103300E0,0x0
192759,1910330,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.frameworkdetectionindex\0""",0x1FF,0x0
192760,1910346,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.frameworkdetectionindex\0""",0x7000103300E0,0x0
192761,1910350,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.frameworkdetectionindex\0""",0x1FF,0x0
192762,1910366,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.frameworkdetectionindex\0""",0x7000103300E0,0x0
192763,1910406,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.versions.kotlinjsmetadataversionindex\0""",0x1FF,0x0
192765,1910424,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/shared.index.hashes.org.jetbrains.kotlin.idea.versions.kotlinjsmetadataversionindex\0""",0x7000103300E0,0x0
192766,1910428,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.versions.kotlinjsmetadataversionindex\0""",0x1FF,0x0
192767,1910444,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/shared.index.hashes.org.jetbrains.kotlin.idea.versions.kotlinjsmetadataversionindex\0""",0x7000103300E0,0x0
192768,1910470,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192769,1910486,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192771,1910489,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintypealiasbyexpansionshortnameindex\0""",0x1FF,0x0
192772,1910505,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintypealiasbyexpansionshortnameindex\0""",0x7000103300E0,0x0
192776,1910521,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192778,1910601,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192779,1910607,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintypealiasbyexpansionshortnameindex\0""",0x1FF,0x0
192780,1910647,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlintypealiasbyexpansionshortnameindex\0""",0x7000103300E0,0x0
192781,1910682,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192782,1910701,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192783,1910704,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinprobablycontractedfunctionshortnameindex\0""",0x1FF,0x0
192784,1910737,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinprobablycontractedfunctionshortnameindex\0""",0x7000103300E0,0x0
192785,1910741,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192786,1910756,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192787,1910760,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinprobablycontractedfunctionshortnameindex\0""",0x1FF,0x0
192788,1910776,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/org.jetbrains.kotlin.idea.stubindex.kotlinprobablycontractedfunctionshortnameindex\0""",0x7000103300E0,0x0
192789,1910807,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/yaml.keys.name\0""",0x1FF,0x0
192790,1910825,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/yaml.keys.name\0""",0x7000103300E0,0x0
192791,1910829,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/yaml.keys.name\0""",0x1FF,0x0
192792,1910844,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/yaml.keys.name\0""",0x7000103300E0,0x0
192793,1910893,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192794,1910910,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192795,1910913,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/protobuf.byqualifiedname\0""",0x1FF,0x0
192796,1910929,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/protobuf.byqualifiedname\0""",0x7000103300E0,0x0
192797,1910932,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192798,1910947,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192799,1910951,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/protobuf.byqualifiedname\0""",0x1FF,0x0
192800,1910966,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/protobuf.byqualifiedname\0""",0x7000103300E0,0x0
192801,1911005,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/spring.spifileindex\0""",0x1FF,0x0
192802,1911022,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/spring.spifileindex\0""",0x7000103300E0,0x0
192803,1911027,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/spring.spifileindex\0""",0x1FF,0x0
192804,1911042,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/spring.spifileindex\0""",0x7000103300E0,0x0
192806,1911097,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/bindingxmlindex\0""",0x1FF,0x0
192809,1911144,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/bindingxmlindex\0""",0x7000103300E0,0x0
192810,1911150,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/bindingxmlindex\0""",0x1FF,0x0
192811,1911185,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/bindingxmlindex\0""",0x7000103300E0,0x0
192812,1911229,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192813,1911246,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192814,1911250,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angular2.metadata.function.index\0""",0x1FF,0x0
192815,1911265,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angular2.metadata.function.index\0""",0x7000103300E0,0x0
192816,1911269,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192817,1911284,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192818,1911287,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angular2.metadata.function.index\0""",0x1FF,0x0
192819,1911303,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angular2.metadata.function.index\0""",0x7000103300E0,0x0
192820,1911336,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192821,1911353,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192822,1911356,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angular2.metadata.classname.index\0""",0x1FF,0x0
192823,1911372,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/angular2.metadata.classname.index\0""",0x7000103300E0,0x0
192824,1911376,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192825,1911391,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192826,1911395,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angular2.metadata.classname.index\0""",0x1FF,0x0
192827,1911409,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/angular2.metadata.classname.index\0""",0x7000103300E0,0x0
192828,1911440,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192829,1911458,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
192830,1911461,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/gr.annot.method.name\0""",0x1FF,0x0
192831,1911476,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs/gr.annot.method.name\0""",0x7000103300E0,0x0
192832,1911480,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x1FF,0x0
192833,1911494,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs\0""",0x7000103300E0,0x0
192834,1911497,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/gr.annot.method.name\0""",0x1FF,0x0
192835,1911512,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/.persistent/stubs/gr.annot.method.name\0""",0x7000103300E0,0x0
192836,1911545,mkdir,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x1FF,0x0
192837,1911563,lstat64,"""/Users/vakosta/Library/Caches/JetBrains/IntelliJIdea2022.3/index/stubs\0""",0x7000103300E0,0x0
